task,uids,word1,word2
AP,carve/has_peel,carve,peel
AP,carve/has_shelves,carve,shelves
AP,carve/produces_noise,carve,sound
AP,carve/cold,carve,cold
AP,carve/dangerous,carve,dangerous
AP,carve/decorative,carve,decorative
AP,carve/edible,carve,edible
AP,carve/electrical,carve,electricity
AP,carve/expensive,carve,expensive
AP,carve/fast,carve,fast
AP,carve/fun,carve,fun
AP,carve/hand_held,carve,hand-held
AP,carve/hard,carve,hard
AP,carve/heavy,carve,heavy
AP,carve/large,carve,big
AP,carve/loud,carve,loud
AP,carve/sharp,carve,sharp
AP,carve/shiny,carve,shiny
AP,carve/slimy,carve,slimy
AP,carve/smelly,carve,smelly
AP,carve/smooth,carve,smooth
AP,carve/tall,carve,tall
AP,carve/lives_in_water,carve,water
AP,carve/requires_gasoline,carve,gasoline
AP,carve/used_for_eating,carve,eating
AP,carve/used_for_cooking,carve,cooking
AP,carve/used_for_cleaning,carve,cleaning
AP,carve/used_by_children,carve,children
AP,carve/used_for_holding_things,carve,holding
AP,carve/used_for_killing,carve,killing
AP,carve/used_for_music,carve,music
AP,carve/used_for_transportation,carve,transportation
AP,carve/worn_for_warmth,carve,warmth
AP,carve/worn_on_feet,carve,feet
AP,carve/hot,carve,hot
AP,carve/light_weight,carve,light
AP,carve/squishy,carve,squishy
AP,carve/unhealthy,carve,unhealthy
AP,carve/wet,carve,wet
AP,carve/words_on_it,carve,words
AP,carve/man_made,carve,man-made
AP,carve/fragile,carve,fragile
AP,dock/a_tool,dock,tool
AP,dock/a_toy,dock,toy
AP,dock/an_animal,dock,animal
AP,dock/flies,dock,fly
AP,dock/swims,dock,swim
AP,dock/pairs,dock,pairs
AP,dock/eaten_in_summer,dock,summer
AP,dock/found_on_walls,dock,walls
AP,dock/has_peel,dock,peel
AP,dock/has_shelves,dock,shelves
AP,dock/produces_noise,dock,sound
AP,dock/cold,dock,cold
AP,dock/dangerous,dock,dangerous
AP,dock/decorative,dock,decorative
AP,dock/edible,dock,edible
AP,dock/electrical,dock,electricity
AP,dock/expensive,dock,expensive
AP,dock/fast,dock,fast
AP,dock/fun,dock,fun
AP,dock/hand_held,dock,hand-held
AP,dock/hard,dock,hard
AP,dock/heavy,dock,heavy
AP,dock/large,dock,big
AP,dock/loud,dock,loud
AP,dock/sharp,dock,sharp
AP,dock/shiny,dock,shiny
AP,dock/slimy,dock,slimy
AP,dock/smelly,dock,smelly
AP,dock/smooth,dock,smooth
AP,dock/tall,dock,tall
AP,dock/lives_in_water,dock,water
AP,dock/requires_gasoline,dock,gasoline
AP,dock/used_for_eating,dock,eating
AP,dock/used_for_cooking,dock,cooking
AP,dock/used_for_cleaning,dock,cleaning
AP,dock/used_by_children,dock,children
AP,dock/used_for_holding_things,dock,holding
AP,dock/used_for_killing,dock,killing
AP,dock/used_for_music,dock,music
AP,dock/used_for_transportation,dock,transportation
AP,dock/worn_for_warmth,dock,warmth
AP,dock/worn_on_feet,dock,feet
AP,dock/hot,dock,hot
AP,dock/light_weight,dock,light
AP,dock/squishy,dock,squishy
AP,dock/unhealthy,dock,unhealthy
AP,dock/wet,dock,wet
AP,dock/words_on_it,dock,words
AP,dock/man_made,dock,man-made
AP,dock/fragile,dock,fragile
AP,duck/a_tool,duck,tool
AP,duck/a_toy,duck,toy
AP,duck/an_animal,duck,animal
AP,duck/flies,duck,fly
AP,duck/swims,duck,swim
AP,duck/pairs,duck,pairs
AP,duck/eaten_in_summer,duck,summer
AP,duck/found_on_walls,duck,walls
AP,duck/has_peel,duck,peel
AP,duck/has_shelves,duck,shelves
AP,duck/produces_noise,duck,sound
AP,duck/cold,duck,cold
AP,duck/dangerous,duck,dangerous
AP,duck/decorative,duck,decorative
AP,duck/edible,duck,edible
AP,duck/electrical,duck,electricity
AP,duck/expensive,duck,expensive
AP,duck/fast,duck,fast
AP,duck/fun,duck,fun
AP,duck/hand_held,duck,hand-held
AP,duck/hard,duck,hard
AP,duck/heavy,duck,heavy
AP,duck/large,duck,big
AP,duck/loud,duck,loud
AP,duck/sharp,duck,sharp
AP,duck/shiny,duck,shiny
AP,duck/slimy,duck,slimy
AP,duck/smelly,duck,smelly
AP,duck/smooth,duck,smooth
AP,duck/tall,duck,tall
AP,duck/lives_in_water,duck,water
AP,duck/requires_gasoline,duck,gasoline
AP,duck/used_for_eating,duck,eating
AP,duck/used_for_cooking,duck,cooking
AP,duck/used_for_cleaning,duck,cleaning
AP,duck/used_by_children,duck,children
AP,duck/used_for_holding_things,duck,holding
AP,duck/used_for_killing,duck,killing
AP,duck/used_for_music,duck,music
AP,duck/used_for_transportation,duck,transportation
AP,duck/worn_for_warmth,duck,warmth
AP,duck/worn_on_feet,duck,feet
AP,duck/hot,duck,hot
AP,duck/light_weight,duck,light
AP,duck/squishy,duck,squishy
AP,duck/unhealthy,duck,unhealthy
AP,duck/wet,duck,wet
AP,duck/words_on_it,duck,words
AP,duck/man_made,duck,man-made
AP,duck/fragile,duck,fragile
AP,eject/a_tool,eject,tool
AP,eject/a_toy,eject,toy
AP,eject/an_animal,eject,animal
AP,eject/flies,eject,fly
AP,eject/swims,eject,swim
AP,eject/pairs,eject,pairs
AP,eject/eaten_in_summer,eject,summer
AP,eject/found_on_walls,eject,walls
AP,eject/has_peel,eject,peel
AP,eject/has_shelves,eject,shelves
AP,eject/produces_noise,eject,sound
AP,eject/cold,eject,cold
AP,eject/dangerous,eject,dangerous
AP,eject/decorative,eject,decorative
AP,eject/edible,eject,edible
AP,eject/electrical,eject,electricity
AP,eject/expensive,eject,expensive
AP,eject/fast,eject,fast
AP,eject/fun,eject,fun
AP,eject/hand_held,eject,hand-held
AP,eject/hard,eject,hard
AP,eject/heavy,eject,heavy
AP,eject/large,eject,big
AP,eject/loud,eject,loud
AP,eject/sharp,eject,sharp
AP,eject/shiny,eject,shiny
AP,eject/slimy,eject,slimy
AP,eject/smelly,eject,smelly
AP,eject/smooth,eject,smooth
AP,eject/tall,eject,tall
AP,eject/lives_in_water,eject,water
AP,eject/requires_gasoline,eject,gasoline
AP,eject/used_for_eating,eject,eating
AP,eject/used_for_cooking,eject,cooking
AP,eject/used_for_cleaning,eject,cleaning
AP,eject/used_by_children,eject,children
AP,eject/used_for_holding_things,eject,holding
AP,eject/used_for_killing,eject,killing
AP,eject/used_for_music,eject,music
AP,eject/used_for_transportation,eject,transportation
AP,eject/worn_for_warmth,eject,warmth
AP,eject/worn_on_feet,eject,feet
AP,eject/hot,eject,hot
AP,eject/light_weight,eject,light
AP,eject/squishy,eject,squishy
AP,eject/unhealthy,eject,unhealthy
AP,eject/wet,eject,wet
AP,eject/words_on_it,eject,words
AP,eject/man_made,eject,man-made
AP,eject/fragile,eject,fragile
AP,handcuff/a_tool,handcuff,tool
AP,handcuff/a_toy,handcuff,toy
AP,handcuff/an_animal,handcuff,animal
AP,handcuff/flies,handcuff,fly
AP,handcuff/swims,handcuff,swim
AP,handcuff/pairs,handcuff,pairs
AP,handcuff/eaten_in_summer,handcuff,summer
AP,handcuff/found_on_walls,handcuff,walls
AP,handcuff/has_peel,handcuff,peel
AP,handcuff/has_shelves,handcuff,shelves
AP,handcuff/produces_noise,handcuff,sound
AP,handcuff/cold,handcuff,cold
AP,handcuff/dangerous,handcuff,dangerous
AP,handcuff/decorative,handcuff,decorative
AP,handcuff/edible,handcuff,edible
AP,handcuff/electrical,handcuff,electricity
AP,handcuff/expensive,handcuff,expensive
AP,handcuff/fast,handcuff,fast
AP,handcuff/fun,handcuff,fun
AP,handcuff/hand_held,handcuff,hand-held
AP,handcuff/hard,handcuff,hard
AP,handcuff/heavy,handcuff,heavy
AP,handcuff/large,handcuff,big
AP,handcuff/loud,handcuff,loud
AP,handcuff/sharp,handcuff,sharp
AP,handcuff/shiny,handcuff,shiny
AP,handcuff/slimy,handcuff,slimy
AP,handcuff/smelly,handcuff,smelly
AP,handcuff/smooth,handcuff,smooth
AP,handcuff/tall,handcuff,tall
AP,handcuff/lives_in_water,handcuff,water
AP,handcuff/requires_gasoline,handcuff,gasoline
AP,handcuff/used_for_eating,handcuff,eating
AP,handcuff/used_for_cooking,handcuff,cooking
AP,handcuff/used_for_cleaning,handcuff,cleaning
AP,handcuff/used_by_children,handcuff,children
AP,handcuff/used_for_holding_things,handcuff,holding
AP,handcuff/used_for_killing,handcuff,killing
AP,handcuff/used_for_music,handcuff,music
AP,handcuff/used_for_transportation,handcuff,transportation
AP,handcuff/worn_for_warmth,handcuff,warmth
AP,handcuff/worn_on_feet,handcuff,feet
AP,handcuff/hot,handcuff,hot
AP,handcuff/light_weight,handcuff,light
AP,handcuff/squishy,handcuff,squishy
AP,handcuff/unhealthy,handcuff,unhealthy
AP,handcuff/wet,handcuff,wet
AP,handcuff/words_on_it,handcuff,words
AP,handcuff/man_made,handcuff,man-made
AP,handcuff/fragile,handcuff,fragile
AP,hurl/a_tool,hurl,tool
AP,hurl/a_toy,hurl,toy
AP,hurl/an_animal,hurl,animal
AP,hurl/flies,hurl,fly
AP,hurl/swims,hurl,swim
AP,hurl/pairs,hurl,pairs
AP,hurl/eaten_in_summer,hurl,summer
AP,hurl/found_on_walls,hurl,walls
AP,hurl/has_peel,hurl,peel
AP,hurl/has_shelves,hurl,shelves
AP,hurl/produces_noise,hurl,sound
AP,hurl/cold,hurl,cold
AP,hurl/dangerous,hurl,dangerous
AP,hurl/decorative,hurl,decorative
AP,hurl/edible,hurl,edible
AP,hurl/electrical,hurl,electricity
AP,hurl/expensive,hurl,expensive
AP,hurl/fast,hurl,fast
AP,hurl/fun,hurl,fun
AP,hurl/hand_held,hurl,hand-held
AP,hurl/hard,hurl,hard
AP,hurl/heavy,hurl,heavy
AP,hurl/large,hurl,big
AP,hurl/loud,hurl,loud
AP,hurl/sharp,hurl,sharp
AP,hurl/shiny,hurl,shiny
AP,hurl/slimy,hurl,slimy
AP,hurl/smelly,hurl,smelly
AP,hurl/smooth,hurl,smooth
AP,hurl/tall,hurl,tall
AP,hurl/lives_in_water,hurl,water
AP,hurl/requires_gasoline,hurl,gasoline
AP,hurl/used_for_eating,hurl,eating
AP,hurl/used_for_cooking,hurl,cooking
AP,hurl/used_for_cleaning,hurl,cleaning
AP,hurl/used_by_children,hurl,children
AP,hurl/used_for_holding_things,hurl,holding
AP,hurl/used_for_killing,hurl,killing
AP,hurl/used_for_music,hurl,music
AP,hurl/used_for_transportation,hurl,transportation
AP,hurl/worn_for_warmth,hurl,warmth
AP,hurl/worn_on_feet,hurl,feet
AP,hurl/hot,hurl,hot
AP,hurl/light_weight,hurl,light
AP,hurl/squishy,hurl,squishy
AP,hurl/unhealthy,hurl,unhealthy
AP,hurl/wet,hurl,wet
AP,hurl/words_on_it,hurl,words
AP,hurl/man_made,hurl,man-made
AP,hurl/fragile,hurl,fragile
AP,imitate/a_tool,imitate,tool
AP,imitate/a_toy,imitate,toy
AP,imitate/an_animal,imitate,animal
AP,imitate/flies,imitate,fly
AP,imitate/swims,imitate,swim
AP,imitate/pairs,imitate,pairs
AP,imitate/eaten_in_summer,imitate,summer
AP,imitate/found_on_walls,imitate,walls
AP,imitate/has_peel,imitate,peel
AP,imitate/has_shelves,imitate,shelves
AP,imitate/produces_noise,imitate,sound
AP,imitate/cold,imitate,cold
AP,imitate/dangerous,imitate,dangerous
AP,imitate/decorative,imitate,decorative
AP,imitate/edible,imitate,edible
AP,imitate/electrical,imitate,electricity
AP,imitate/expensive,imitate,expensive
AP,imitate/fast,imitate,fast
AP,imitate/fun,imitate,fun
AP,imitate/hand_held,imitate,hand-held
AP,imitate/hard,imitate,hard
AP,imitate/heavy,imitate,heavy
AP,imitate/large,imitate,big
AP,imitate/loud,imitate,loud
AP,imitate/sharp,imitate,sharp
AP,imitate/shiny,imitate,shiny
AP,imitate/slimy,imitate,slimy
AP,imitate/smelly,imitate,smelly
AP,imitate/smooth,imitate,smooth
AP,imitate/tall,imitate,tall
AP,imitate/lives_in_water,imitate,water
AP,imitate/requires_gasoline,imitate,gasoline
AP,imitate/used_for_eating,imitate,eating
AP,imitate/used_for_cooking,imitate,cooking
AP,imitate/used_for_cleaning,imitate,cleaning
AP,imitate/used_by_children,imitate,children
AP,imitate/used_for_holding_things,imitate,holding
AP,imitate/used_for_killing,imitate,killing
AP,imitate/used_for_music,imitate,music
AP,imitate/used_for_transportation,imitate,transportation
AP,imitate/worn_for_warmth,imitate,warmth
AP,imitate/worn_on_feet,imitate,feet
AP,imitate/hot,imitate,hot
AP,imitate/light_weight,imitate,light
AP,imitate/squishy,imitate,squishy
AP,imitate/unhealthy,imitate,unhealthy
AP,imitate/wet,imitate,wet
AP,imitate/words_on_it,imitate,words
AP,imitate/man_made,imitate,man-made
AP,imitate/fragile,imitate,fragile
AP,inflate/a_tool,inflate,tool
AP,inflate/a_toy,inflate,toy
AP,inflate/an_animal,inflate,animal
AP,inflate/flies,inflate,fly
AP,inflate/swims,inflate,swim
AP,inflate/pairs,inflate,pairs
AP,inflate/eaten_in_summer,inflate,summer
AP,inflate/found_on_walls,inflate,walls
AP,inflate/has_peel,inflate,peel
AP,inflate/has_shelves,inflate,shelves
AP,inflate/produces_noise,inflate,sound
AP,inflate/cold,inflate,cold
AP,inflate/dangerous,inflate,dangerous
AP,inflate/decorative,inflate,decorative
AP,inflate/edible,inflate,edible
AP,inflate/electrical,inflate,electricity
AP,inflate/expensive,inflate,expensive
AP,inflate/fast,inflate,fast
AP,inflate/fun,inflate,fun
AP,inflate/hand_held,inflate,hand-held
AP,inflate/hard,inflate,hard
AP,inflate/heavy,inflate,heavy
AP,inflate/large,inflate,big
AP,inflate/loud,inflate,loud
AP,inflate/sharp,inflate,sharp
AP,inflate/shiny,inflate,shiny
AP,inflate/slimy,inflate,slimy
AP,inflate/smelly,inflate,smelly
AP,inflate/smooth,inflate,smooth
AP,inflate/tall,inflate,tall
AP,inflate/lives_in_water,inflate,water
AP,inflate/requires_gasoline,inflate,gasoline
AP,inflate/used_for_eating,inflate,eating
AP,inflate/used_for_cooking,inflate,cooking
AP,inflate/used_for_cleaning,inflate,cleaning
AP,inflate/used_by_children,inflate,children
AP,inflate/used_for_holding_things,inflate,holding
AP,inflate/used_for_killing,inflate,killing
AP,inflate/used_for_music,inflate,music
AP,inflate/used_for_transportation,inflate,transportation
AP,inflate/worn_for_warmth,inflate,warmth
AP,inflate/worn_on_feet,inflate,feet
AP,inflate/hot,inflate,hot
AP,inflate/light_weight,inflate,light
AP,inflate/squishy,inflate,squishy
AP,inflate/unhealthy,inflate,unhealthy
AP,inflate/wet,inflate,wet
AP,inflate/words_on_it,inflate,words
AP,inflate/man_made,inflate,man-made
AP,inflate/fragile,inflate,fragile
AP,lace/a_tool,lace,tool
AP,lace/a_toy,lace,toy
AP,lace/an_animal,lace,animal
AP,lace/flies,lace,fly
AP,lace/swims,lace,swim
AP,lace/pairs,lace,pairs
AP,lace/eaten_in_summer,lace,summer
AP,lace/found_on_walls,lace,walls
AP,lace/has_peel,lace,peel
AP,lace/has_shelves,lace,shelves
AP,lace/produces_noise,lace,sound
AP,lace/cold,lace,cold
AP,lace/dangerous,lace,dangerous
AP,lace/decorative,lace,decorative
AP,lace/edible,lace,edible
AP,lace/electrical,lace,electricity
AP,lace/expensive,lace,expensive
AP,lace/fast,lace,fast
AP,lace/fun,lace,fun
AP,lace/hand_held,lace,hand-held
AP,lace/hard,lace,hard
AP,lace/heavy,lace,heavy
AP,lace/large,lace,big
AP,lace/loud,lace,loud
AP,lace/sharp,lace,sharp
AP,lace/shiny,lace,shiny
AP,lace/slimy,lace,slimy
AP,lace/smelly,lace,smelly
AP,lace/smooth,lace,smooth
AP,lace/tall,lace,tall
AP,lace/lives_in_water,lace,water
AP,lace/requires_gasoline,lace,gasoline
AP,lace/used_for_eating,lace,eating
AP,lace/used_for_cooking,lace,cooking
AP,lace/used_for_cleaning,lace,cleaning
AP,lace/used_by_children,lace,children
AP,lace/used_for_holding_things,lace,holding
AP,lace/used_for_killing,lace,killing
AP,lace/used_for_music,lace,music
AP,lace/used_for_transportation,lace,transportation
AP,lace/worn_for_warmth,lace,warmth
AP,lace/worn_on_feet,lace,feet
AP,lace/hot,lace,hot
AP,lace/light_weight,lace,light
AP,lace/squishy,lace,squishy
AP,lace/unhealthy,lace,unhealthy
AP,lace/wet,lace,wet
AP,lace/words_on_it,lace,words
AP,lace/man_made,lace,man-made
AP,lace/fragile,lace,fragile
AP,misbehave/a_tool,misbehave,tool
AP,misbehave/a_toy,misbehave,toy
AP,misbehave/an_animal,misbehave,animal
AP,misbehave/flies,misbehave,fly
AP,misbehave/swims,misbehave,swim
AP,misbehave/pairs,misbehave,pairs
AP,misbehave/eaten_in_summer,misbehave,summer
AP,misbehave/found_on_walls,misbehave,walls
AP,misbehave/has_peel,misbehave,peel
AP,misbehave/has_shelves,misbehave,shelves
AP,misbehave/produces_noise,misbehave,sound
AP,misbehave/cold,misbehave,cold
AP,misbehave/dangerous,misbehave,dangerous
AP,misbehave/decorative,misbehave,decorative
AP,misbehave/edible,misbehave,edible
AP,misbehave/electrical,misbehave,electricity
AP,misbehave/expensive,misbehave,expensive
AP,misbehave/fast,misbehave,fast
AP,misbehave/fun,misbehave,fun
AP,misbehave/hand_held,misbehave,hand-held
AP,misbehave/hard,misbehave,hard
AP,misbehave/heavy,misbehave,heavy
AP,misbehave/large,misbehave,big
AP,misbehave/loud,misbehave,loud
AP,misbehave/sharp,misbehave,sharp
AP,misbehave/shiny,misbehave,shiny
AP,misbehave/slimy,misbehave,slimy
AP,misbehave/smelly,misbehave,smelly
AP,misbehave/smooth,misbehave,smooth
AP,misbehave/tall,misbehave,tall
AP,misbehave/lives_in_water,misbehave,water
AP,misbehave/requires_gasoline,misbehave,gasoline
AP,misbehave/used_for_eating,misbehave,eating
AP,misbehave/used_for_cooking,misbehave,cooking
AP,misbehave/used_for_cleaning,misbehave,cleaning
AP,misbehave/used_by_children,misbehave,children
AP,misbehave/used_for_holding_things,misbehave,holding
AP,misbehave/used_for_killing,misbehave,killing
AP,misbehave/used_for_music,misbehave,music
AP,misbehave/used_for_transportation,misbehave,transportation
AP,misbehave/worn_for_warmth,misbehave,warmth
AP,misbehave/worn_on_feet,misbehave,feet
AP,misbehave/hot,misbehave,hot
AP,misbehave/light_weight,misbehave,light
AP,misbehave/squishy,misbehave,squishy
AP,misbehave/unhealthy,misbehave,unhealthy
AP,misbehave/wet,misbehave,wet
AP,misbehave/words_on_it,misbehave,words
AP,misbehave/man_made,misbehave,man-made
AP,misbehave/fragile,misbehave,fragile
AP,reassure/a_tool,reassure,tool
AP,reassure/a_toy,reassure,toy
AP,reassure/an_animal,reassure,animal
AP,reassure/flies,reassure,fly
AP,reassure/swims,reassure,swim
AP,reassure/pairs,reassure,pairs
AP,reassure/eaten_in_summer,reassure,summer
AP,reassure/found_on_walls,reassure,walls
AP,reassure/has_peel,reassure,peel
AP,reassure/has_shelves,reassure,shelves
AP,reassure/produces_noise,reassure,sound
AP,reassure/cold,reassure,cold
AP,reassure/dangerous,reassure,dangerous
AP,reassure/decorative,reassure,decorative
AP,reassure/edible,reassure,edible
AP,reassure/electrical,reassure,electricity
AP,reassure/expensive,reassure,expensive
AP,reassure/fast,reassure,fast
AP,reassure/fun,reassure,fun
AP,reassure/hand_held,reassure,hand-held
AP,reassure/hard,reassure,hard
AP,reassure/heavy,reassure,heavy
AP,reassure/large,reassure,big
AP,reassure/loud,reassure,loud
AP,reassure/sharp,reassure,sharp
AP,reassure/shiny,reassure,shiny
AP,reassure/slimy,reassure,slimy
AP,reassure/smelly,reassure,smelly
AP,reassure/smooth,reassure,smooth
AP,reassure/tall,reassure,tall
AP,reassure/lives_in_water,reassure,water
AP,reassure/requires_gasoline,reassure,gasoline
AP,reassure/used_for_eating,reassure,eating
AP,reassure/used_for_cooking,reassure,cooking
AP,reassure/used_for_cleaning,reassure,cleaning
AP,reassure/used_by_children,reassure,children
AP,reassure/used_for_holding_things,reassure,holding
AP,reassure/used_for_killing,reassure,killing
AP,reassure/used_for_music,reassure,music
AP,reassure/used_for_transportation,reassure,transportation
AP,reassure/worn_for_warmth,reassure,warmth
AP,reassure/worn_on_feet,reassure,feet
AP,reassure/hot,reassure,hot
AP,reassure/light_weight,reassure,light
AP,reassure/squishy,reassure,squishy
AP,reassure/unhealthy,reassure,unhealthy
AP,reassure/wet,reassure,wet
AP,reassure/words_on_it,reassure,words
AP,reassure/man_made,reassure,man-made
AP,reassure/fragile,reassure,fragile
AP,skid/a_tool,skid,tool
AP,skid/a_toy,skid,toy
AP,skid/an_animal,skid,animal
AP,skid/flies,skid,fly
AP,skid/swims,skid,swim
AP,skid/pairs,skid,pairs
AP,skid/eaten_in_summer,skid,summer
AP,skid/found_on_walls,skid,walls
AP,skid/has_peel,skid,peel
AP,skid/has_shelves,skid,shelves
AP,skid/produces_noise,skid,sound
AP,skid/cold,skid,cold
AP,skid/dangerous,skid,dangerous
AP,skid/decorative,skid,decorative
AP,skid/edible,skid,edible
AP,skid/electrical,skid,electricity
AP,skid/expensive,skid,expensive
AP,skid/fast,skid,fast
AP,skid/fun,skid,fun
AP,skid/hand_held,skid,hand-held
AP,skid/hard,skid,hard
AP,skid/heavy,skid,heavy
AP,skid/large,skid,big
AP,skid/loud,skid,loud
AP,skid/sharp,skid,sharp
AP,skid/shiny,skid,shiny
AP,skid/slimy,skid,slimy
AP,skid/smelly,skid,smelly
AP,skid/smooth,skid,smooth
AP,skid/tall,skid,tall
AP,skid/lives_in_water,skid,water
AP,skid/requires_gasoline,skid,gasoline
AP,skid/used_for_eating,skid,eating
AP,skid/used_for_cooking,skid,cooking
AP,skid/used_for_cleaning,skid,cleaning
AP,skid/used_by_children,skid,children
AP,skid/used_for_holding_things,skid,holding
AP,skid/used_for_killing,skid,killing
AP,skid/used_for_music,skid,music
AP,skid/used_for_transportation,skid,transportation
AP,skid/worn_for_warmth,skid,warmth
AP,skid/worn_on_feet,skid,feet
AP,skid/hot,skid,hot
AP,skid/light_weight,skid,light
AP,skid/squishy,skid,squishy
AP,skid/unhealthy,skid,unhealthy
AP,skid/wet,skid,wet
AP,skid/words_on_it,skid,words
AP,skid/man_made,skid,man-made
AP,skid/fragile,skid,fragile
AP,slap/a_tool,slap,tool
AP,slap/a_toy,slap,toy
AP,slap/an_animal,slap,animal
AP,slap/flies,slap,fly
AP,slap/swims,slap,swim
AP,slap/pairs,slap,pairs
AP,slap/eaten_in_summer,slap,summer
AP,slap/found_on_walls,slap,walls
AP,slap/has_peel,slap,peel
AP,slap/has_shelves,slap,shelves
AP,slap/produces_noise,slap,sound
AP,slap/cold,slap,cold
AP,slap/dangerous,slap,dangerous
AP,slap/decorative,slap,decorative
AP,slap/edible,slap,edible
AP,slap/electrical,slap,electricity
AP,slap/expensive,slap,expensive
AP,slap/fast,slap,fast
AP,slap/fun,slap,fun
AP,slap/hand_held,slap,hand-held
AP,slap/hard,slap,hard
AP,slap/heavy,slap,heavy
AP,slap/large,slap,big
AP,slap/loud,slap,loud
AP,slap/sharp,slap,sharp
AP,slap/shiny,slap,shiny
AP,slap/slimy,slap,slimy
AP,slap/smelly,slap,smelly
AP,slap/smooth,slap,smooth
AP,slap/tall,slap,tall
AP,slap/lives_in_water,slap,water
AP,slap/requires_gasoline,slap,gasoline
AP,slap/used_for_eating,slap,eating
AP,slap/used_for_cooking,slap,cooking
AP,slap/used_for_cleaning,slap,cleaning
AP,slap/used_by_children,slap,children
AP,slap/used_for_holding_things,slap,holding
AP,slap/used_for_killing,slap,killing
AP,slap/used_for_music,slap,music
AP,slap/used_for_transportation,slap,transportation
AP,slap/worn_for_warmth,slap,warmth
AP,slap/worn_on_feet,slap,feet
AP,slap/hot,slap,hot
AP,slap/light_weight,slap,light
AP,slap/squishy,slap,squishy
AP,slap/unhealthy,slap,unhealthy
AP,slap/wet,slap,wet
AP,slap/words_on_it,slap,words
AP,slap/man_made,slap,man-made
AP,slap/fragile,slap,fragile
AP,slouch/a_tool,slouch,tool
AP,slouch/a_toy,slouch,toy
AP,slouch/an_animal,slouch,animal
AP,slouch/flies,slouch,fly
AP,slouch/swims,slouch,swim
AP,slouch/pairs,slouch,pairs
AP,slouch/eaten_in_summer,slouch,summer
AP,slouch/found_on_walls,slouch,walls
AP,slouch/has_peel,slouch,peel
AP,slouch/has_shelves,slouch,shelves
AP,slouch/produces_noise,slouch,sound
AP,slouch/cold,slouch,cold
AP,slouch/dangerous,slouch,dangerous
AP,slouch/decorative,slouch,decorative
AP,slouch/edible,slouch,edible
AP,slouch/electrical,slouch,electricity
AP,slouch/expensive,slouch,expensive
AP,slouch/fast,slouch,fast
AP,slouch/fun,slouch,fun
AP,slouch/hand_held,slouch,hand-held
AP,slouch/hard,slouch,hard
AP,slouch/heavy,slouch,heavy
AP,slouch/large,slouch,big
AP,slouch/loud,slouch,loud
AP,slouch/sharp,slouch,sharp
AP,slouch/shiny,slouch,shiny
AP,slouch/slimy,slouch,slimy
AP,slouch/smelly,slouch,smelly
AP,slouch/smooth,slouch,smooth
AP,slouch/tall,slouch,tall
AP,slouch/lives_in_water,slouch,water
AP,slouch/requires_gasoline,slouch,gasoline
AP,slouch/used_for_eating,slouch,eating
AP,slouch/used_for_cooking,slouch,cooking
AP,slouch/used_for_cleaning,slouch,cleaning
AP,slouch/used_by_children,slouch,children
AP,slouch/used_for_holding_things,slouch,holding
AP,slouch/used_for_killing,slouch,killing
AP,slouch/used_for_music,slouch,music
AP,slouch/used_for_transportation,slouch,transportation
AP,slouch/worn_for_warmth,slouch,warmth
AP,slouch/worn_on_feet,slouch,feet
AP,slouch/hot,slouch,hot
AP,slouch/light_weight,slouch,light
AP,slouch/squishy,slouch,squishy
AP,slouch/unhealthy,slouch,unhealthy
AP,slouch/wet,slouch,wet
AP,slouch/words_on_it,slouch,words
AP,slouch/man_made,slouch,man-made
AP,slouch/fragile,slouch,fragile
AP,spin/a_tool,spin,tool
AP,spin/a_toy,spin,toy
AP,spin/an_animal,spin,animal
AP,spin/flies,spin,fly
AP,spin/swims,spin,swim
AP,spin/pairs,spin,pairs
AP,spin/eaten_in_summer,spin,summer
AP,spin/found_on_walls,spin,walls
AP,spin/has_peel,spin,peel
AP,spin/has_shelves,spin,shelves
AP,spin/produces_noise,spin,sound
AP,spin/cold,spin,cold
AP,spin/dangerous,spin,dangerous
AP,spin/decorative,spin,decorative
AP,spin/edible,spin,edible
AP,spin/electrical,spin,electricity
AP,spin/expensive,spin,expensive
AP,spin/fast,spin,fast
AP,spin/fun,spin,fun
AP,spin/hand_held,spin,hand-held
AP,spin/hard,spin,hard
AP,spin/heavy,spin,heavy
AP,spin/large,spin,big
AP,spin/loud,spin,loud
AP,spin/sharp,spin,sharp
AP,spin/shiny,spin,shiny
AP,spin/slimy,spin,slimy
AP,spin/smelly,spin,smelly
AP,spin/smooth,spin,smooth
AP,spin/tall,spin,tall
AP,spin/lives_in_water,spin,water
AP,spin/requires_gasoline,spin,gasoline
AP,spin/used_for_eating,spin,eating
AP,spin/used_for_cooking,spin,cooking
AP,spin/used_for_cleaning,spin,cleaning
AP,spin/used_by_children,spin,children
AP,spin/used_for_holding_things,spin,holding
AP,spin/used_for_killing,spin,killing
AP,spin/used_for_music,spin,music
AP,spin/used_for_transportation,spin,transportation
AP,spin/worn_for_warmth,spin,warmth
AP,spin/worn_on_feet,spin,feet
AP,spin/hot,spin,hot
AP,spin/light_weight,spin,light
AP,spin/squishy,spin,squishy
AP,spin/unhealthy,spin,unhealthy
AP,spin/wet,spin,wet
AP,spin/words_on_it,spin,words
AP,spin/man_made,spin,man-made
AP,spin/fragile,spin,fragile
AP,spit/a_tool,spit,tool
AP,spit/a_toy,spit,toy
AP,spit/an_animal,spit,animal
AP,spit/flies,spit,fly
AP,spit/swims,spit,swim
