cocoAnnID,cocoImgID,objectHuman,objectUID,vps
1095844,408696,toilet,toilet,sit on;clean;brush out;bake as;apply against;arrest down;apprehend as;arrest about;adjust;clean up;repair;sit on;measure around;clean up around;wash off;dry off;sit down on;lift off;break down;instal;fix;examine;lift
619689,393469,snowboard,snowboard,attack like;attach without;autograph in;assemble in;attach into;adjust onto;race down with;ski down on;autograph on;admire towards;climb up onto;adjust;board;autograph;bury;buy;tip down;pull out;push over;work for;swoop down on;hike up to;dry off after;march around
1245345,408696,person,person,assemble into;ascend from;arch around;balloon in;attach in;attack on;hit on;check to;push off;talk to;eat with;barbecue with;drink with;camp out with;bake with;applaud about;communicate with;drink with;walk by;talk to;smile at;admire;applaud;talk to
1456436,393469,snowboard,snowboard,autograph on;crawl up by;dry around;kick off from;perspire onto;admire like;attack off;aim behind;ail at;attach by;apprehend down;arrange before;ail of;balloon down;adjust over;stand on;shred with;board with;buckle into;collide with;brush off;clean off;walk towards;wipe down
1255174,408696,person,person,frown at;gasp at;photograph;ask about;talk to;attack;attach in;attach from;arrange before;adjust by;applaud at;walk up to;talk to;speak to;frisk down;ask about;call after;call out to;walk over to;run towards;examine;call out to;hang out with;ask;attack;bother;educate;glare at;apprehend;break up with;cook for;brush off;run after;browse around;brush against;march behind;complain about;duck down behind
588031,471450,bear,bear,run from;chase after;call after;admire;run from;walk up to;balloon at;admire for;arch as;adjust after;adjust around;hug;admire;applaud;parachute down onto;bounce onto;cart off;bulldoze through;carry off;ignore;run from;duck down from;hunt
1120140,97022,microwave,microwave,arrange behind;adjust at;adjust before;adjust after;ail about;open up;insert into;wipe down;unplug;open;arrange;carry;cook with;clean in;microwave with;clean off;write on;apply without;balloon out into;attach out;autograph in;adjust on;open;operate;cook with;fix
97783,546717,couch,couch,assemble about;adjust about;adjust from;bake into;adjust for;hang out on;rest on;cheer from;sit down on;snuggle up on;sit on;sleep on;recuperate on;climb onto;rest on;spread out on;snuggle up on;sit on;jump on;sit down on;adjust against;bury in;arrange into;arrange on;adjust on
433720,569976,person,person,eat with;talk to;wink at;work out with;communicate with;turn for;talk with;ask of;admire with;brush off after;assemble for;arch against;apply down;adjust by;aim around;interrogate;arrest;encourage;call out;guard down;talk with;call out to;communicate with;socialize with;brush against;complain about;ask after;pray for;wait on
1128510,97022,toaster,toaster,ascend onto;balloon up through;attach like;ask down;attack of;brush off;clean out;wipe around;cook without;ask about;cook on;admire over;clean;buy;fix;clean out;cook with;stand around;turn;unplug;adjust
210611,546717,person,person,applaud;bother;compete with;hang out with;push to;carry on;carry on to;build with;balloon of;arrest about;adjust into;applaud before;apply for;cheer up;educate;encourage;talk to;call out to;walk over to;sit down by;snuggle up with;bother;walk up to;kneel down to;hunch down to
437179,569976,person,person,wave at;smile at;laugh with;ask into;attach at;attack into;arrest in;arrest in;ask about;pick on;hug on;read to;encourage towards;hug;talk to;laugh with;sing to;photograph;kiss;talk to;caress;chase;cover up around;check out;braid behind;cheer for;ask about;clean off
1626017,97022,tv,tv,arrange down;arch as;applaud as;aim at;arrange by;tip up;adjust;unplug;ask about;assemble;wipe off;cook around;cook by;record from;clean up around;adjust;block;display;dust off;instal;tune into;tune out;walk over to
291632,546717,potted plant,potted_plant,autograph behind;ask by;autograph on;bandage without;beg off;water;retrieve;tip over;water;wipe off;walk over to;pick up;adjust out;admire before;throw out;water down;assemble;admire;hang out;sprinkle;water;dust off;adjust;trim
1239516,569976,person,person,aim on;apply from;arrange for;ascend into;apply like;pray for;imitate;teach;applaud;sit by;pay;weigh;handcuff;pull at;push over;ask about;call to;walk towards;wash with;admire with;adjust towards
1641519,97022,oven,oven,open;wipe down;clean up;bake in;cover up onto;jump into;punch about;serve without;ask from;arrange before;arch behind;arch before;adjust about;bake in;crouch down by;lean down onto;clean behind;mop around;turn off;turn on;clean;wipe off;open;load up;cook in;bake with
1102099,546717,laptop,laptop,turn on;turn off;browse with;write with;communicate with;crouch down over;examine;ask about;adjust down;ail as;aim behind;applaud by;aim as;work from;drink by;communicate about;ask for;catch up on;adjust to;admire from;call on;pack up without;spill on;turn around;decorate on;turn off;turn on;sell
2139402,97022,oven,oven,ascend at;aim behind;ail before;admire behind;arrange of;cook in;clean;open up;bake in;stand by;clean up around;bake in;examine;pilot;ask about;laugh at;cook without;drink by;wipe down;turn on;cook with;clean;repair;fix
1580748,569976,chair,chair,balloon into;arrange for;assemble from;ask down;attach off;adjust down;brush off;circle around;dust off;lean on;sit on;sit down on;assemble by;stand behind;stand up by;lean on;sit in;stand behind;sit on;tip over;push in;pull out;turn around;clean off;rinse off;wipe down
1107213,546717,mouse,mouse,ask about;complain for;cheer up with;push off;cry without;tap;drag;unplug;attack on;balloon out to;bandage up out;attack into;balloon off;aim with;arrange with;carry around;slide around;repair on;tap;operate;lift up;ask;tear;yank
2098455,546717,cup,cup,arch around;admire after;adjust as;applaud by;applaud behind;fill up;drink from;wash out;clean;empty;drink from;pour into;throw out;drink from;break;hoist;pour in;dry off;bite down on;unload into;clean up around;drink from;lap up from;carry around
167589,82846,bus,bus,beg through;bandage without;bite with;bake like;autograph on;admire;brush off behind;cheerlead for;film about;ignore;sit on;chase after;drive;admire over;ask about;call out to;photograph on;jump on;admire;cheer from;ask about;call out to;walk up to;ram;catch up to;flip over;board onto;buckle on;celebrate in;commute by;jog by;call out towards;eat on;clean up on;kick off from;misbehave on;jump onto;clean out;drive off with
1161515,82180,teddy bear,teddy_bear,admire over;arrange towards;carry around;caress towards;cheer with;pick up;embrace;hug;arrest as;apply by;adjust as;arrange as;adjust off;pick up;buy;retrieve;sit down with;walk up to;walk over towards;walk towards;squeeze;snuggle with;pick up;wash;hug;buy without;carry on with;cry over;dive behind;clean off;carry;gather up;hug;nuzzle;pick up;snuggle;give;drop;buy;sit up
1582191,569976,chair,chair,ail into;ask at;arrest down;ask before;aim from;ask about;sit on;attach onto;sit in;spin in;slouch down in;slide down;adjust;pull out;turn;applaud against;adjust around;arch against;admire at;aim behind;gather around;socialize on;wring out by;admire by
269838,82846,stop sign,stop_sign,read;drive off from;drive by;walk by;steer around;ail for;balloon out towards;bandage up of;ascend like;balloon out without;examine;walk over to;measure;sit down at;pat;drive off of;mow down into;walk up to;jog through;kneel down behind;walk over to;walk by;jog behind;bike down by;buckle up before;drive around;hike up to;jog down towards
1388498,82846,stop sign,stop_sign,arrest before;ail down;arrest on;bake off;balloon of;shake on;sell out on;fix about;button on;aim at;adjust off;check on;brush off;wait at;drive off from;protest;aim at;adjust around;applaud about;arrange by;aim behind;yawn at;attach;adjust;buckle up at;complain about
1560638,153510,broccoli,broccoli,eat;grimace at;pick out;cook with;bake with;bite down on;chew on;eat with;apprehend without;bathe without;bubble up without;balloon out down;adjust against;lick;eat;chew;chew on;bite on;bake with;eat;bite;spear;apprehend before;arrange by;aim on;autograph before;admire about;chop;cook;rinse off;carry off;eat around;feed with;storm off with;flip over
1565403,153510,carrot,carrot,ask about;bake with;eat;ask for;aim down;arrest in;assemble onto;bake from;eat;slice;scoop up;eat on;throw out;bite down on;aim at;bite down onto;bite on;descend on;admire about;eat;flick;gnaw on;throw out
1673320,82180,teddy bear,teddy_bear,hug;sleep with;pick up;brush off by;pick up;sit down by;arrange down;adjust;bathe of;attach down;adjust by;throw out;carry around;hang out with;curl up with;glare at;ask about;hang out with;snuggle up with;pick up;clean up;fetch
447307,501368,person,person,confront with;break up with;butt into;celebrate with;gasp at;admire;catch up with;assemble like;ask off;balloon out on;ask of;attack like;beg to;bake for;attach into;ask about;bet on;dry;dry off;march up to;clean up after;scrub before;massage with
1914584,153510,broccoli,broccoli,apprehend without;beg without;balloon to;balloon for;apprehend before;eat;poop out;cook;make;chew on;smell;pick up;bite down on;chop through;pick through;microwave;bake;cook up;turn down;bake without;cook around
1491205,501368,bottle,bottle,pour into;clean off;lather up with;open;rinse off;rinse out;throw out;bathe around;balloon out like;attach like;ascend for;arch down;ask down;squeeze;shake;pour out;knock over;throw;pull at;lift;tip over;bathe with;ask for;dry off
29571,186282,tv,tv,applaud onto;balloon out to;bike without;baptize towards;bandage without;applaud before;dance by;sing with;run towards;walk over to;turn off;adjust;dust off;repair;fix;videotape;knock over;rinse off;adjust;turn on;assemble;pick up;wipe off;turn on;turn off;break
1491666,501368,bottle,bottle,bathe with;pour out of;wash up with;lift up;open up;carry;arrest in;attack of;ask like;autograph out;attack on;squeeze;lean down by;lift up;put down;open;wash out;drink from;rinse out;clean out;give over;bake onto;attack off;autograph onto;apply in;arrange off
596215,157098,giraffe,giraffe,admire at;ask about;calm down around;communicate with;film towards;assemble behind;arrange around;arch around;applaud behind;arrest like;photograph;feed;admire;call to;walk by;admire at;browse by;call at;call out at;grin at;admire;feed;distract;admire at;attach to;bow at;laugh at;hang out by
2197655,501368,hair drier,hair_drier,attach at;adjust about;adjust about;adjust into;autograph over;ask for;fix out;clean off;unplug;adjust;clean off;arrange;stroke;ask by;turn on;aim;wave around;dry off with;turn off;wipe down;clean off;pull at
284291,540280,umbrella,umbrella,arch after;admire about;adjust against;adjust as;arch down;admire;adjust;brush off;break;drop;clean off;burn up on;dry off;photograph with;open up;light up;strap down;tilt up;brush off;embrace;fold up;sit with;adjust;arrange;break;ask for
599126,157098,giraffe,giraffe,run from;admire;feed;feed;hunt;videotape;arrest in;ask for;arch at;arch as;apply at;walk towards;ask about;admire about;clap for;photograph;whistle at;laugh at;admire;wave to;encourage;grin at
424746,261036,person,person,applaud;admire;call out to;exercise;ask about;calm down by;aim over;wink at;catch up to;ascend of;assemble from;arrest like;ascend behind;ask onto;applaud;cheer on;clap for;applaud for;admire about;officiate with;throw to;run towards;communicate with;encourage to;laugh with;smile about;applaud about
1159354,776,teddy bear,teddy_bear,carry off;sleep with;yawn towards;nuzzle;hug;scratch;tickle;arrest by;aim around;aim about;admire about;arrest like;aim down;bathe on;bite towards;bake onto;baptize around;hug on;smile at;squeeze on;smile at;nuzzle;dust off;snuggle up to
1650976,540280,book,book,read;open up;write in;jump into;read;examine;dust off;balloon up off;applaud into;adjust into;admire of;ascend about;glare at;ask about;autograph into;beg for;ascend onto;read through;open;admire;ignore;arrange;pick through;read over;tear into;pour over
1161486,776,teddy bear,teddy_bear,hug;snuggle with;squeeze;pick up;wash;hug;embrace;wipe down;ask after;adjust about;adjust down;autograph as;aim down;admire;curl up with;hug;pick up;hug;kiss;pick up;photograph;caress;arrest;soak;yawn by
459358,261036,person,person,applaud down;ail about;adjust about;adjust behind;apprehend around;talk to;walk towards;discuss with;call out to;walk over towards;socialize with;sit down with;talk to;call to;signal towards;wave to;smile at;talk to;catch with;run with;call out
587948,165500,bear,bear,photograph;admire;run from;call to;smile at;arrest down;arch for;arrest for;arrange behind;apply after;run by;ram;race around;photograph;run from;admire;hike up around;walk around;run from;branch off from;disembark from;pat;rub;run from
210248,319100,person,person,admire towards;camp out with;cook towards;gather with;walk with;admire at;complain with;study around;compete with;laugh with;talk to;encourage;applaud;ask about;admire around;autograph with;hug;embrace;poke;hang out with;cook for;call over;misbehave with;applaud at
1161607,776,teddy bear,teddy_bear,pick up;carry around;sleep with;arrange;admire;adjust;lift up;ail from;arrest after;apply down;arrest behind;arrest down;curl up with;snuggle;snuggle up with;hug;squeeze;pick up;wash;smell;applaud for;beg for;embrace with
462921,261036,person,person,balloon down;apprehend around;applaud behind;apply after;adjust at;call out to;embrace;chase;hit on;eat to;break up to;clean on;assemble with;work with;applaud about;brawl with;communicate with;aim at;throw to;practice with;grimace at;call out to;call out to;socialize with;communicate with;hang out with;walk over towards
1108536,319100,remote,remote,adjust with;communicate with;flip over with;clench with;autograph on;apprehend off;assemble from;adjust as;apply before;arch from;adjust off;put down;wipe out;tap;operate;paw at;pull out;aim;break;crush;destroy;crush;ask about;carry around;clean off;give up without;check out with
1611634,776,bed,bed,unload;clean;camp out on;attach off;assemble without;balloon out onto;barbecue out;bake like;adjust;curl up on;crawl over;nuzzle in;calm down in;cover up in;curl up on;sleep on;stretch out on;sit down on;recover on;fall off;hang out around;curl up on;measure behind
489230,47740,person,person,block out over;bake down;applaud like;assemble for;barbecue onto;apprehend;distract;hang out with;jog over towards;cover up over;check out;brush off;communicate with;call out;admire towards;brush against;call out to;catch up with;hang out with;complain about;discuss with;giggle at;cheer for;ask around;crash by;communicate with;admire after;sleep by;fall onto;trip over;walk behind;break up with;arch against;ask after;ascend towards;call on;unpack without;aim at;snuggle up with;whirl by;write off
490497,47740,person,person,cook with;call to;hang up on;cheer up to;arrest like;attack like;balloon of;ask after;adjust off;admire;applaud;help;encourage;bother;ask;put down;speak to;kiss;admire;help out;caress;cheer up;admire;communicate about;communicate with;kneel by;lean down to;talk to;call out to;whistle at;crouch down behind;talk to;aim at;apprehend;brawl with;compete with;shout at
621404,47740,kite,kite,squeeze;jump over;run towards;applaud after;aim about;adjust about;aim against;aim about;yank on;exercise with;float;examine;admire;pick up;ascend from;assemble for;examine down;shout onto;vault up on;run after;clean up after;carry off;decorate over;kneel on
219454,9483,person,person,admire over;ask about;call out to;assemble around;compete with;hang out with;stand like;sit down by;ascend for;apprehend before;aim at;ail around;applaud behind;talk to;admire;applaud;talk to;ask about;walk over to;interview;discuss with;instruct;reassure;communicate with;record with;signal at
1447999,261036,frisbee,frisbee,admire down;block off;catch after;deflect against;throw;aim;fetch;pick up;ask into;bake on;attach for;attack on;bake on;arrange from;catch from;block out;gasp at;ask for;cry about;grin at;catch;throw;run after;jump for;leap towards
1106733,9483,mouse,mouse,arrest off;ask in;ask from;ascend from;arrest behind;pick up;press on;hunch over;slide;push about;push against;push around;aim with;adjust with;drag with;adjust;pick up;put down;ask about;turn on;drag with;intermingle with;browse with
1269043,47740,person,person,laugh at;cheer towards;call at;sing at;walk with;surf with;swim with;stretch out with;talk to;ascend in;apprehend behind;applaud about;attack for;ail from;wave to;ask about;talk to;poke;hoist up;hug;autograph;cheer up;confront;exercise;hang out with
461239,294831,person,person,eat with;call out to;cook with;talk with;sit with;bandage up without;balloon up down;adjust about;adjust with;arrange without;talk to;eat with;walk over to;communicate with;ignore;sit by;help;walk up to;beg;encourage;help;apprehend with;brush off;call out to;cart off without;ask about
1115956,9483,keyboard,keyboard,type on;walk over to;sit at;sit down by;clean up around;arrest of;attach as;admire down;adjust like;ask like;check into;clean up by;sit down before;type on;clean up around;brush off;browse with;decompose of;drive off with;hunch down over;practice on;stand behind;ascend onto;sit down behind
1707009,47740,person,person,catch up with;kneel down to;jog over to;ask about;complain about;instruct;punch;applaud;attack at;arch as;admire down;arrange before;applaud at;crash into;call out to;race up to;bury;barbecue with;bother;check out;admire;applaud;bow;carry;cheer up
1098004,294831,laptop,laptop,unplug;adjust;cart off;examine;arrange for;ask in;apprehend as;assemble onto;bake from;type on;browse on;work on;adjust towards;sit at;socialize;turn on;check out;pick up;type on;work on;write from;wipe off;sleep by;catch up on;cry without
1134964,104572,sink,sink,clean up in;comb by;dry off by;wash up in;spit out in;assemble at;aim by;apprehend without;autograph on;attach from;wash down;walk up to;admire over;hunch down by;wash up at;admire;fill up;rinse off in;wash up in;walk up to;drink from;clean up;wash up in;clean up in;pee in;clean;dry off;wash;wash off;dry;wash up in;turn on;clean around;wipe off;hurl into;break;clean up;decorate;fill up;mend
2134249,9483,tv,tv,sit down at;adjust to;check out;kneel down at;browse through;wipe off;assemble;ask about;arrest into;attach into;arrest like;attach on;applaud for;adjust;turn off;buy;repair;walk over towards;crouch down by;work over;speak up over;work out by;apply as;apply about;adjust about;adjust about;adjust about
1136587,104572,sink,sink,hit on;apply to;cover of;build on;attack in;autograph in;adjust at;admire onto;balloon out;wash up in;wash off in;clean off;clean in;wash at;drink from;rinse around;moisten from;drool over;admire before;rinse out;bathe at;clean up at;clean;wash up
1619256,294831,dining table,dining_table,boat as;bother without;balloon about;adjust into;balloon up into;sit around;eat at;dry off;clean;eat on;arrange;hunch over;examine around;flip over;browse on;give up in;fall onto;wipe off;put down onto;clean up;admire in;assemble from;ask into;attach over;bow by
2134257,9483,tv,tv,ask for;autograph of;ask like;assemble down;arrange before;load up;lift up;walk over to;adjust around;wipe off;arrange around;carry out;check out with;adjust from;aim at;arrange around;assemble behind;attach at;check out;examine;tune;unplug;applaud at;clean up around;laugh at
1623888,104572,toilet,toilet,poop in;pee in;clean off;bake at;arrest after;adjust about;apprehend of;assemble of;sit down on;wipe off;urinate into;poop into;walk over towards;sit on;stand on;sit down on;cheer up on;heave at;stand up at;aim at;whip out towards;march up on;release into;stand up in;sit down against
2183983,294831,cup,cup,drink from;sniff at;lift up;pour into;empty out;dry off;gasp;pour out;rinse out;tip over;arrange down;arrest as;attach in;autograph from;ascend into;drink from;empty out;pick up;knock over;flip over;drink from;spill out of;knock over;rinse off;splash over;adjust around;drink off;knock over
306407,85772,sports ball,sports_ball,hit;swing at;bounce;run towards;throw;attack through;stoop down towards;stretch out to;dive towards;serve with;bake down;arrest behind;applaud after;arch at;aim for;swing at;hit;pick up;throw down;run towards;hit;swing at;catch;autograph;bounce;block;chase down;climb for;jog to;work out with;juggle with;aim;attack;block;arch;cough up;bounce around;exercise with;practice with;serve with;throw with
429906,85772,person,person,work out with;ask about;pounce on;applaud for;admire towards;clap at;celebrate over;practice with;arch down;attach for;ascend in;apply on;bake on;cheer for;clap for;encourage;run towards;talk to;applaud;call out;reassure;applaud;ask about;cheer for;compete against;hit to;serve to;admire;cheerlead for;cheer at;interview;walk over towards;arch without;assemble about;adjust about;attach of;bike down into
1147150,251824,book,book,check out;read;talk about;apprehend;autograph;open up;circle in;cover up;open up;bathe without;bandage up towards;baptize with;ascend over;baptize through;decorate around;read with;clean behind;open up;read;burn;scratch;open;lecture without;ask about;stand up with;stand up behind;check out
659222,85772,tennis racket,tennis_racket,hit with;whip;aim;assemble at;apply behind;apply at;adjust about;adjust down;buy;admire;throw;swing;strike with;squeeze;flick;attack with;swing with;hit with;flip over;throw down;carry
1646325,104572,sink,sink,attack on;clean up on;knock on;break up on;wash up in;clean up at;rinse off in;admire from;arrange as;applaud as;applaud into;attach in;lean over;stand before;splash in;wash up in;garden in;jump over;fall into;hunch over behind;wash off in;adjust by;assemble around;ascend onto
1158406,251824,scissors,scissors,poke with;wipe off;dry;pick up;trim with;put down;adjust down;balloon from;adjust in;assemble without;ascend around;pick up;open up;dust off;slice with;work with;pick up;put down;wipe;carry;pick up;slice with;chop with;hunch over
184031,250127,person,person,smile at;call;jog by;ask in;arch at;apprehend by;arrest behind;apprehend behind;admire over;talk to;ask of;bow to;collide with;smile at;talk to;walk by;talk at;speak to;stand behind;walk by;ask;encourage;help;give;confront
2162297,251824,person,person,admire over;ask about;assemble with;ail in;ascend into;assemble through;bandage into;bandage up towards;telephone to;applaud about;brush off against;crouch down with;help with;butt in about;assemble for;bother with;arrange for;branch off from;help;brush off;ask;laugh with;help like;nag about;cheer on
1518875,75393,fork,fork,apply into;arrest at;apply as;apprehend behind;apply by;ask about;beg for;chew on;clean up around;cry without;admire;eat with;examine;lift up;bite down on;eat with;arrange around;cook with;poke with;eat with;pick up;poke with;clean off;wash;bite with;eat with;clean off;brush with;ask for;buy with;eat with;decorate with;chew against;press from;wash off around;soak off;scoop up into;cook with;cook up with;eat with
1157722,550322,scissors,scissors,arch against;admire by;ail at;applaud by;ascend before;drop;pick up;put down;work with;ask for;pick up;destroy;clip with;put down;examine around;type by;carve with;chop up with;crash into;break;carry;open;sharpen;throw
284298,250127,umbrella,umbrella,block out by;arrest at;admire at;adjust behind;aim behind;carry;place down;pack up;adjust;admire;photograph;open;carry;pull out;carry;pack;buy;lace;assemble behind;call out from;clean up around;complain about;drip off
1520372,75393,fork,fork,admire;photograph;sketch;arrange by;aim before;ail around;adjust by;applaud before;admire;photograph;ask about;eat with;gather up from;uncork through;give off;eat with;guard over;sell off;carry around;wipe off;put down;pick up;eat with;cook with
1504353,550322,cup,cup,arrange;adjust;clean up;unload;ail like;ask into;attach for;autograph off;ask against;drink from;clean out;tilt over;empty out;rinse out;empty out;arrange;tip over;pick up;empty out;turn over;tip over;clean out;lift up;pour out;arrange;empty
1172968,250127,handbag,handbag,push over;swing;run to;attach down;arch at;arrest before;adjust on;attach about;shop for;ask about;applaud over;bubble up over;circle around;beg for;admire after;lick over;carry;wipe off;sit down;admire;ask about;carry;clean out;carry around;admire at;display around;open with;put down;empty out;turn over;admire;adjust;arrange;carry;empty out
1520494,75393,fork,fork,ask at;admire down;adjust by;ail behind;apply against;burn on;attack on;ask to;bike on;comb with;assemble;clean up with;bite on;clean off;cook with;feed with;press on;admire;pick up;knock over;bake before;attach at;adjust on;aim for;ascend onto
1047492,424721,apple,apple,assemble in;autograph from;arch at;assemble of;ask like;bite into;walk towards;talk about;drool on;bake;carry off;draw on;examine;decorate around;eat;slice;bite into;cook with;taste;peel;cook;sell;bite down;arrange without;bake from;apply around;block out for
1520571,75393,fork,fork,arrest of;ask into;ascend for;admire down;ascend about;ask onto;cheer up to;cook on;ask of;arrange with;admire at;cook with;comb with;eat with;break;eat with;knock down;wash off;sell;admire;ask about;pick up;admire;turn;display;clench;eat with;ask about;examine;study;check out;walk by;dust off;paint;pull up;pick up;clean;put down;arrange;drop
1965535,550322,dining table,dining_table,brush off;color on;crouch by;flip over;stand on;open up at;adjust at;press from;ask in;assemble at;adjust behind;ail against;apprehend as;arrange;clean;clean up;pull out;eat on;admire over;brush off around;vacuum up around;work out behind;eat on;interview at;color on;adjust;arrange;assemble;clean up;decorate;assemble off;clean up on;cook on;fold on;paint on;stand at;wipe off;sit down at
443736,283268,person,person,sit down with;call out to;crawl over to;communicate with;giggle with;talk to;walk up towards;gather up around;bite from;ail into;baptize at;balloon up on;attach into;distract on;ask from;balloon out behind;adjust on;comb on;hug;talk;teach;tap;caress;eat with;talk to;pray with
2185071,550322,spoon,spoon,stir with;retrieve;carry around;wash;serve with;eat with;attack like;apply before;ask as;ail at;attach with;adjust out;cook with;cook without;whip onto;admire;ask about;stir with;lift up;pick up;cook up with;work with;gather up with;taste with;feed with
1062864,424721,carrot,carrot,bake with;bake towards;bite into;arrange towards;carry around;balloon of;arrest for;applaud for;ask after;applaud behind;chew on;rinse off;cook with;chop through;slice into;eat;bake;brew;ask about;beg for;bite down on;drool over;cook with;chew on;peel off;chew on
1820374,16010,cow,cow,admire;tackle;check out;balloon out like;assemble like;arrest for;attach out;baptize towards;ask about;help out;walk by;drag off;jump onto;collide with;cart off;drop onto;photograph;admire;check out;eat;pat;bathe;milk;feed;lead
1072662,113589,pizza,pizza,bite;chew;eat;cook;flip over;eat;decompose;bake;autograph of;assemble on;attach for;arrest in;attach from;eat;chew;bite;microwave;photograph;apprehend;mine;till;lick onto;bite into;stand around
1820429,16010,cow,cow,admire;pat;examine;feed;walk over to;attack over;arrange into;apprehend before;balloon out from;arch against;pat;feed;tip over;talk to;camp out by;crouch down behind;whistle at;walk up to;apprehend;admire at;collide with;hit at;feed;admire at;walk up to;buy of;attack towards;catch up with
1064672,424721,carrot,carrot,admire around;admire about;apprehend at;arrest down;apply by;bite down on;bite on;break off;crush on;bite on;chew on;claw on;eat on;eat;smell;admire;drool over;smash;eat;bake with;cook;peel;bite;bake;cook;eat
72200,125072,cow,cow,admire over;ask about;call out to;lean in towards;film by;buy on;fix on;speak on;push on;walk up to;milk;eat;call out to;circle around;photograph with;feed;milk;jog by;walk over to;walk towards;crouch down by;hang out by;call out;examine;feed;ignore;guard
1064882,424721,carrot,carrot,bake on;arrest by;arch into;balloon like;attack in;bake with;bite into;adjust to;admire;draw out;drool on;eat;throw out;trim down;arrange around;chew on;cook with;chop off;pick around;peel;slice;bake;pick
2108886,113589,bowl,bowl,balloon out down;admire by;aim behind;apprehend down;aim about;cover;pick up;wash;aim at;ask for;complain about;empty out;fish through;repair with;scrub around;smear into;fill around;rinse down;pick up;empty out;pack up;eat from;fill up;empty;pick up;scoop from
72350,125072,cow,cow,check;coach;distract;attack in;ascend behind;admire at;apprehend as;arrange down;stroke;crouch down by;hang out with;tip over;giggle about;smile at;run towards;jump on;call to;feed to;chase down;admire after;feed into;call for
2218175,113589,sandwich,sandwich,bandage up from;arch by;applaud as;apprehend at;arch against;admire from;ask about;carry down;aim about;attach into;eat;talk about;apprehend;bite;chew;eat;make;pack;admire over;bite into;eat into;eat through;adjust over;wrap around;admire about;throw out
74584,125072,cow,cow,run from;ask about;walk towards;applaud before;admire down;arch before;admire into;ask before;talk about;call out to;speak up for;hang out with;weep for;eat around;milk behind;admire towards;photograph by;squeeze into;call to;wave at;run by;drive around;run from;laugh at;rest with
1548810,424721,apple,apple,taste of;barbecue with;butter on;stir with;cook with;pay for;peel around;place down;arrest in;attack down;balloon in;balloon of;autograph on;ask about;nail;twist;eat;bake;cook;admire;bake;butter up;cook
1333569,245173,bicycle,bicycle,braid at;put on;check at;hit to;pedal;race on;knock over;attack as;arrest for;autograph from;arrest before;ascend down;admire from;mash into;scrub off;race up from;work out against;arch;scrap;wrinkle;race with;pedal with;skid with
1936075,424721,chair,chair,clean;carry;wipe down;sit down on;push;pull out;arrest out;arrange like;attack down;assemble down;assemble into;sit down on;assemble around;waddle over to;wipe off around;jump to;arrange;brush off;dust off;pull out;adjust;turn;wipe off
278044,125072,cow,cow,call out;brush off;wash off;admire;check out;flip over;talk about;eat on;burn to;clean on;cheer up on;squint at;walk towards;call out to;talk about;whistle at;milk;pat;admire;call out to;circle around;dry off;check out;fish out
1047621,60855,apple,apple,attach in;ascend behind;applaud at;arrange before;arrange before;pick up;eat;dust off;mash up;bite;brush off;clean off;wipe off;bite down on;pick around;destroy through;bake with;dip with;arrange around;aim for;carry on without;ask for;smile towards;calm down over
341578,407825,clock,clock,bike down on;autograph like;attack in;attack in;balloon out of;read;adjust;repair;decorate with;dust off;adjust;check;fix;attach to;bake with;camp out with;cook with;fish with;squint at;clean off;throw out;recover without;pitch in for;aim for;break into;check out
1095822,257169,toilet,toilet,arrest into;autograph into;arch from;adjust behind;arch behind;fix;lean over;kick;wipe off;clean around;fill in;sit on;clean;repair;fix;scrub;fill up;clean up;wash;scrub;sit down on;wipe down;hunch over
1053129,60855,orange,orange,peel;eat;bite into;arrest by;aim by;arch down;ask for;beg without;peel off;carry off;fill up on;peel;open up;pick up;brush off;clean off;peel off;bite down on;throw around;tear into;wash off;cook with
1053846,60855,orange,orange,bake in;ail by;ascend of;balloon to;dissect off;adjust in;branch out in;admire at;chew;eat;dry off;buy;admire at;rinse off;adjust around;eat;peel;rinse off;eat;give up;open up;peel;squeeze
1188308,257169,hair drier,hair_drier,bake off;autograph down;apprehend on;bake into;attach like;moisturize after;ask about;crawl to;turn on;pick up;scrub;whip around;carry towards;clench around;fix about;break;complain about;drop;lift up;put down;give up with;release with;protest against
1532739,407825,bowl,bowl,ascend off;ascend down;arch before;admire around;aim of;wipe off;adjust;empty;adjust;wipe off;admire;arrange;check out;fill up;drink from;break;empty out;clear out;clean out;empty out;pour out;check
1216289,257169,person,person,talk to;ask;call;glare at;arrest around;admire around;ail for;ail around;adjust at;gasp onto;hug on;tickle on;run after;autograph on;kick towards;walk over behind;ski down with;urinate before;block;hit;talk to;admire;calm;examine;educate;hang out with
1605524,407825,potted plant,potted_plant,adjust;fill;water;pick up;admire;arrange;water;ascend at;arrest before;applaud as;assemble from;autograph off;clip;arrange;check;water;clean up around;study by;admire of;ask about;videotape by;complain around;curtsy to
2211601,257169,handbag,handbag,ask about;cry without;attach without;complain without;cram into;put down onto;examine around;arrange about;aim behind;ask for;ascend by;ascend in;arrest;strike out;write down;pack up into;arrange around;block out from;camouflage around;clip onto;clean up around;ask about;bandage up from;empty out;clean off
